,label,message
1077,0,Where can download clear movies. Dvd copies.
1078,0,"Yep, by the pretty sculpture"
1079,0,Convey my regards to him
1080,0,Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI
1081,0,You tell what happen do not behave like this to me. Ok no need to say
1082,0,Can you get pic msgs to your phone?
1083,0,Send to someone else :-)
1084,0,Wat makes some people dearer is not just de happiness dat you feel when you meet them but de pain you feel when you miss dem!!!
1085,0,For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I do not have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..
1086,0,"FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)"
1087,0,I do not think he has spatula hands!
1088,0,You can never do NOTHING
1089,1,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p£3.99
1090,0,Goodmorning today i am late for  &lt;DECIMAL&gt; min.
1091,1,WIN URGENT! Your mobile number has been awarded with a £2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm 
1092,0,Please da call me any mistake from my side sorry da. Pls da goto doctor.
1093,0,Where r we meeting?
1094,0,"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home."
1095,0,Now only i reached home. . . I am very tired now. . I will come tomorro
1096,0,Ryder unsold.now gibbs.
1097,1,Dear Subscriber you are draw 4 £100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062
1098,0,Do not fret. I will buy the ovulation test strips and send them to you. You will not get them til like march. Can you send me your postal address.you'll be alright.Okay.
1099,0,NO GIFTS!! You trying to get me to throw myself off a cliff or something?
1100,0,Been up to ne thing interesting. Did you have a good birthday? When are you wrking nxt? I started uni today.
1101,0,You busy or can I come by at some point and figure out what we are doing tomorrow
1102,0,"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary"
1103,0,Black shirt n blue jeans... I thk i c ü...
1104,0,Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.
1105,1,Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you
1106,0,on hen night. Going with a swing
1107,0,"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*"
1108,0,From someone not to smoke when every time I have smoked in the last two weeks is because of you calling or texting me that you wanted to smoke
1109,0,No you will just get a headache trying to figure it out. YOU can trust me to do the math. I promise. O:-)
1110,0,S s..first time..dhoni rocks...
1111,0,Ok ill tell the company
1112,0,"Awesome, think we can get an 8th at usf some time tonight?"
1113,0,So that means you still think of teju
1114,0,"No I am good for the movie, is it ok if I leave in an hourish?"
1115,0,No no:)this is kallis home ground.amla home town is durban:)
1116,0,So let us make it saturday or monday as per convenience.
1117,0,Hey... What time is your driving on fri? We go for evaluation on fri?
1118,1,"449050000301 You have won a £2,000 price! To claim, call 09050000301."
1119,0,I am going 4 lunch now wif my family then aft dat i go str 2 orchard lor.
1120,1,"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you do not like them txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/message rcd 16"
1121,0,Cancel cheyyamo?and get some money back?
1122,1,Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow
1123,0,Ok.ok ok..then..what is you are todays plan
1124,0,Good morning princess! How are you?
1125,0,Aiyar sorry lor forgot 2 tell you...
1126,1,For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p
1127,0,Not tonight mate. Catching up on some sleep. This is my new number by the way. 
1128,0,"Height of ""Oh shit....!!"" situation: A guy throws a love letter on a gal but falls on her brothers head who is a gay,.;-):-D"
1129,1,You Are HMV Quiz cash-balance is currently £500 - to maximize you are cash-in now send HMV1 to 86688 only 150p/message
1130,0,"So check your errors and if you had difficulties, do correction."
1131,0,Howz pain?hope you r fine..
1132,0,"Sorry, I will call later"
1133,0,Good morning princess! How are you?
1134,0,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
1135,0,YOU wake up already? Thanx 4 e tau sar piah it is quite nice.
1136,0,K do I need a login or anything
1137,1,Do Not forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.
1138,0,LOL ... No just was busy
1139,0,What * you wearing?
1140,0,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing YOU a lot that is y everything is missing sent via fullonsms.com
1141,0,Oh:)as usual vijay film or its different?
1142,1,I do not know you and you do not know me. Send CHAT to 86688 now and let us find each other! Only 150p/Message rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
1143,0,Have you had a good day? Mine was really busy are you up to much tomorrow night?
1144,0,And is there a way you can send shade's stuff to her. And she has been wonderful too.
1145,0,Really... I tot you are paper ended long ago... But wat you copied jus now got use? YOU happy lar... I still haf 2 study :-(
1146,1,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832"
1147,0,Babe ? I lost you ... :-(
1148,0,Ok... Help me ask if she is working tomorrow a not?
1149,0,I am not driving... Raining! Then i will get caught at e mrt station lor.
1150,0,Not a drop in the tank
1151,0,(That said can you text him one more time?)
1152,0,"Sorry, I will call later"
1153,0,Ok i go change also...
1154,1,1000's of girls many local 2 you who r virgins 2 this & r ready 2 4fil you are every sexual need. Can you 4fil theirs? text CUTE to 69911(£1.50p. m)
1155,0,Did you find a sitter for kaitlyn? I was sick and slept all day yesterday.
1156,0,"Sorry man, accidentally left my phone on silent last night and did not check it til I got up"
1157,0,Hey.. Something came up last min.. Think i wun be signing up tomorrow.. Hee
1158,0,He is an adult and would learn from the experience. There is no real danger. I just do not like peeps using drugs they do not need. But no comment
1159,0,Hey! There is veggie pizza... :/
1160,0,Yun buying... But school got offer 2000 plus only...
1161,0,You sure your neighbors did not pick it up
1162,0,K. I will sent it again
1163,1,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's
1164,0,"New Theory: Argument wins d SITUATION, but loses the PERSON. So do not argue with you are friends just.. . . . kick them &amp; say, I am always correct.!"
1165,0,Well. I Am computerless. Time to make some oreo truffles
1166,0,"Haha yeah I see that now, be there in a sec"
1167,0,I am not having her number sir
1168,0,Lol now I am after that hot air balloon!
1169,0,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow
1170,0,Msgs r not time pass.They silently say that I am thinking of YOU right now and also making YOU think of me at least 4 a moment. Gd nt.swt drms @Shesil
1171,0,"Yeah, we can probably swing by once my roommate finishes up with his girl"
1172,1,"Got what it takes 2 take part in the WRC Rally in Oz? YOU can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be you!"
1173,0,Happy new years melody!
1174,0,Ü dun need to pick you are gf?
1175,0,Yay! You better not have told that to 5 other girls either.
1176,0,Horrible you eat macs eat until you forgot about me already rite... YOU take so long 2 reply. I thk it is more toot than before so b prepared. Now wat shall i eat?
1177,0,"Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q? "
1178,0,Just nw i came to hme da..
1179,0,"I am outside islands, head towards hard rock and you will run into me"
1180,0,To day class is there are no class.
1181,0,I am in chennai velachery:)
1182,0,You flippin your shit yet?
1183,0,"K give me a sec, breaking a  &lt;#&gt;  at cstore"
1184,0,Am i that much bad to avoid like this?
1185,0,"Yo, you around? Just got my car back"
1186,0,Annoying is not it.
1187,0,"Goodmorning, Today i am late for  &lt;#&gt; min."
1188,0,There is no point hangin on to mr not right if he is not makin you happy
1189,0,All will come alive.better correct any good looking figure there itself..
1190,0,In that case I guess I will see you at campus lodge
1191,0,We are done...
1192,0,Come to my home for one last time i will not do anything. Trust me.
1193,0,I was up all night too worrying about this appt. It is a shame we missed a girls night out with quizzes popcorn and you doing my hair.
1194,1,Sex up you are mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 £3/wk 087016248
1195,0,Ok... C ya...
1196,1,You have 1 new voicemail. Please call 08719181503
1197,0,What he said is not the matter. My mind saying some other matter is there.
1198,0,He also knows about lunch menu only da. . I know
1199,0,"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx"
1200,0,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;
1201,0,Otherwise had part time job na-tuition..
1202,0,I know she called me
1203,0,"Me also da, i feel yesterday night  wait til 2day night dear."
1204,0,Thanks for understanding. I have been trying to tell sura that.
1205,1,WIN a year supply of CDs 4 a store of you are choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3
1206,0,The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.
1207,1,"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/message, EXP. 30Apr"
1208,0,I need you to be in my strong arms...
1209,0,Also maaaan are you missing out
1210,0,His birthday real is in april .
1211,0,Guessin you are not going to be here before 9?
1212,0,Ok then i will come to you are home after half an hour
1213,0,"Yo, the game almost over? Want to go to walmart soon"
1214,0,"Yeah, probably but not sure. Ilol let you know, but personally I wuldnt bother, then again if you are goin to then I mite as well!!"
1215,0,I will text now! All creepy like so he will not think that we forgot
1216,0,"that would be good … I will phone you tomo lunchtime, shall I, to organise something?"
1217,1,You have 1 new voicemail. Please call 08719181513.
1218,0,"Damn, can you make it tonight or do you want to just wait til tomorrow"
1219,0,K..k..i am also fine:)when will you complete the course?
1220,0,"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier."
1221,1,No. 1 Nokia Tone 4 you are mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell you are friends. 150p/tone. 16 reply HL 4info
1222,0,Prakesh is there know.
1223,0,Teach me apps da. When you come to college.
1224,0,Rofl betta invest in some  anti aging products
1225,1,You are a winner YOU have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810
1226,0,"sir, you will receive the account no another 1hr time. Sorry for the delay."
1227,1,Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p
1228,0,So ü will be submitting da project tomorrow rite?
1229,1,FREE entry into our £250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.
1230,0,Jus ans me lar. YOU'll noe later.
1231,0,I want to send something that can sell fast.  &lt;#&gt; k is not easy money.
1232,0,have got * few things to do. may be in * pub later.
1233,0,1's finish meeting call me.
1234,0,Lol ok. I will snatch her purse too.
1235,0,Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx
1236,0,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
1237,0,How much are we getting?
1238,0,Is you are paper in e morn or aft tomorrow?
1239,0,"Dear relieved of westonzoyland, all going to plan this end too!"
1240,0,Hope you are having a great new semester. Do wish you the very best. You are made for greatness.
1241,0,Oh yes I can speak txt 2 you no! Hmm. Did you get  email?
1242,0,"I want to show you the world, princess :) how about europe?"
1243,0,Nobody can decide where to eat and dad wants Chinese
1244,0,No shoot me. I am in the docs waiting room. :/
1245,0,Now? I am going out 4 dinner soon..
1246,0,Hello which the site to download songs its urgent pls
1247,0,"I do know what you mean,  is the king of not havin credit! I am goin2bed now. Night night sweet! Only1more sleep! "
1248,0,Horrible gal. Me in sch doing some stuff. How come you got mc?
1249,0,"HI HUN! I AM NOT COMIN 2NITE-TELL EVERY1 I AM SORRY 4 ME, HOPE YOU AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x"
1250,0,"I call you later, do not have network. If urgnt, sms me."
1251,0,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
1252,1,Please CALL 08712402779 immediately as there is an urgent message waiting for you
1253,0,Yeah like if it goes like it did with my friends i am going to flip my shit in like half an hour
1254,0,Mum say we wan to go then go... Then she can shun bian watch da glass exhibition... 
1255,0,What your plan for pongal?
1256,0,Just wait till end of march when el nino gets himself. Oh.
1257,0,"Not yet chikku..going to room nw, i am in bus.."
1258,0,Am also doing in cbe only. But have to pay.
1259,0,Honey boo I am missing you.
1260,0,"We have sent JD for Customer Service cum Accounts Executive to you are mail id, For details contact us"
1261,0,"Yo, I am at my parents' gettin cash. Good news: we picked up a downstem"
1262,0,"Thank you so much. When we skyped wit kz and sura, we did not get the pleasure of your company. Hope you are good. We have given you ultimatum oh! We are countin down to aburo. Enjoy!"
1263,1,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)"
1264,0,Ok. No wahala. Just remember that a friend in need ...
1265,0,I will see in half an hour
1266,0,"I Am in inperialmusic listening2the weirdest track ever byleafcutter john-sounds like insects being molested&someone plumbing,remixed by evil men on acid!"
1267,0,"Hey sorry I didntgive ya a a bellearlier hunny,just been in bedbut mite go 2 thepub l8tr if uwana mt up?loads a love Jenxxx."
1268,0,SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.
1269,1,Can YOU get 2 phone NOW? I want to chat 2 set up meet Call me NOW on 09096102316 YOU can cum here 2moro Love JANE xx Calls£1/minmoremobsEMSPOBox45PO139WA
1270,0,"Tee hee. Off to lecture, cheery bye bye."
1271,0,"Sorry chikku, my cell got some problem thts y i was nt able to reply you or message you.."
1272,0,If you still have not collected the dough pls let me know so i can go to the place i sent it to get the control number
1273,0,Ok...
1274,1,network operator. The service is free. For T & C's visit 80488.biz
1275,0,Let me know how to contact you. I have you settled in a room. Let Us know you are ok.
1276,0,Wot you up 2 you weirdo?
1277,0,Can do lor...
1278,0,Do Not put your phone on silent mode ok
1279,0,Can i meet ü at 5.. As 4 where depends on where ü wan 2 in lor..
1280,0,Waiting 4 my tv show 2 start lor... YOU leh still busy doing you are report?
1281,0,Oh ho. Is this the first time you use these type of words
1282,0,Am I the only one who does not stalk profiles?
1283,0,"Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates you Always Is the one Who Loves you Vry Much But Fails to Express It...!..!! :-) :-) gud nyt"
1284,0,Yes i thought so. Thanks.
1285,0,But if she.s drinkin i am ok.
1286,0,"Just wondering, the others just took off"
1287,0,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
1288,0,"What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?"
1289,0,Happy new year to you too!
1290,0,"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May"
1291,0,Eat jap done oso aft you are lect wat... Ü got lect at 12 rite... 
1292,0,"Hey babe! I saw you came online for a second and then you disappeared, what happened ?"
1293,0,Da my birthdate in certificate is in april but real date is today. But do not publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes
1294,0,Happy birthday... May all you are dreams come true...
1295,0,Aiyah you did ok already lar. E nydc at wheellock?
1296,0,TELL HER I SAID EAT SHIT.
1297,0,Sure! I am driving but will reach my destination soon.
1298,0,"K so am I, how much for an 8th? Fifty?"
1299,0,Your daily text from me – a favour this time
1300,0,Great to hear you are settling well. So what is happenin wit ola?
1301,0,Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one
1302,0,I tot you reach liao. He said t-shirt.
1303,0,"FRAN I DECIDED 2 GO N E WAY I AM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C YOU 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT"
1304,0,I cannot pick the phone right now. Pls send a message
1305,0,Your right! I will make the appointment right now.
1306,0,Designation is software developer and may be she get chennai:)
1307,1,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 
1308,1,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply"
1309,0,I jokin oni lar.. Ü busy then i wun disturb ü.
1310,0,"Ok, be careful ! Do not text and drive !"
1311,0,"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it."
1312,0,YOU r too much close to my heart. If you go away i will be shattered. Plz stay with me.
1313,0,I love you 2 babe! R you sure everything is alrite. Is he being an idiot? Txt bak girlie
1314,0,How about making some of the pics bigger?
1315,0,Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i am done she is styling my hair now.
1316,0,"Whenevr you are sad, Whenevr you are gray, Remembr i am here 2 listn 2 watevr you want to say, Jus walk wid me a little while,&amp; I promise I will bring back you are smile.:-)"
1317,0,Why nothing. Ok anyway give me treat
1318,1,"Win the newest “Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!"
1319,0,Ok...
1320,0,Correct. So how was work today
1321,0,"Just sent again. Do you scream and moan in bed, princess?"
1322,0,"I wake up long ago already... Do Not Know, what other thing?"
1323,0,Oh just getting even with you.... you?
1324,0,I thk 50 shd be ok he said plus minus 10.. Did ü leave a line in between paragraphs?
1325,0,Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz
1326,0,Yeah jay's sort of a fucking retard
1327,0,"Sorry, was in the bathroom, sup"
1328,1,You Are balance is now £500. You Are next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt you are ANSWER to 83600. Good luck!
1329,0,My exam is for february 4. Wish you a great day.
1330,0,I do not know what to do to come out of this so only am ask questions like this do not mistake me.
1331,0,"Aight no rush, I will ask jay"
1332,0,Good Morning plz call me sir
1333,0,It is ok lar. YOU sleep early too... Nite...
1334,0,"Oh... Icic... K lor, den meet other day..."
1335,0,"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*"
1336,0,"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)"
1337,0,"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that"
1338,0,Then she buying today? Ü no need to c meh...
1339,0,Aight sorry I take ten years to shower. What is the plan?
1340,0,Every monday..nxt week vl be completing..
1341,0,Might ax well i am there.
1342,0,Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay
1343,0,Yeah I will try to scrounge something up
1344,0,Crazy ar he is married. Ü like gd looking guys not me. My frens like say he is korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i will go.
1345,0,Were somewhere on Fredericksburg
1346,0,Que pases un buen tiempo or something like that
1347,0,Is it ok if I stay the night here? Xavier has a sleeping bag and I am getting tired
1348,0,She does not need any test.
1349,0,"Nothing much, chillin at home. Any super bowl plan?"
1350,1,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 do not miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk"
1351,0,Bugis oso near wat... 
1352,0,Yo there is no class tomorrow right?
1353,0,Let You Are Heart Be You Are Compass You Are Mind You Are Map You Are Soul You Are Guide And YOU Will Never loose in world....gnun - Sent via WAY2SMS.COM
1354,0,"Goodnight, sleep well da please take care pa. Please."
1355,0,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...
1356,0,Convey my regards to him
1357,0,YOU ned to convince him tht its not possible witot hurting his feeling its the main
1358,0,"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy"
1359,0,If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.
1360,0,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 you, you wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Do Not break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn you read..."
1361,0,Yo dude guess who just got arrested the other day
1362,0,Shuhui say change 2 suntec steamboat? YOU noe where? Where r you now?
1363,0,What does the dance river do?
1364,0,"Yetunde, i am sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger."
1365,0,Hey i will be really pretty late... You want to go for the lesson first? I will join you. I am only reaching tp mrt
1366,1,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k"
1367,0,Bbq this sat at mine from 6ish. You Are welcome 2 come
1368,0,"I do not know, same thing that is wrong everyso often, he panicks starts goin on bout not bein good enough …"
1369,0,Alright. I am out--have a good night!
1370,0,Did you try making another butt.
1371,0,Hope you are feeling great. Pls fill me in. Abiola
1372,0,I though we shd go out n have some fun so bar in town or something – sound ok?
1373,0,"1) Go to write message 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove You Are hand.. Its interesting..:)"
1374,1,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324"
1375,1,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION"
1376,0,We are finally ready fyi
1377,0,Auntie huai juan never pick up her phone
1378,1,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56
1379,0,"Ya tel, wats you are problem.."
1380,1,No. 1 Nokia Tone 4 you are mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell you are friends. 150p/tone. 16 reply HL 4info
1381,0,i dnt wnt to tlk wid you
1382,0,"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. ""paths are made by walking.. not by waiting.."" Goodnight!"
1383,0,Its ok my arm is feeling weak cuz i got a shot so we can go another time
1384,0,Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..
1385,0,"Storming message: Wen you lift d phne, you say ""HELLO"" Do you knw wt is d real meaning of HELLO?? . . . It is d name of a girl..! . . . Yes.. And you knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@"
1386,0,That is ok. I popped in to ask bout something and she said you would been in. Are you around tonght wen this girl comes?
1387,0,All e best 4 you are exam later.
1388,0,Hope you are head does not hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.
1389,0,Oh k.i think most of wi and nz players unsold.
1390,0,"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight."
1391,0,"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy"
1392,0,"Haha just kidding, papa needs drugs"
1393,0,"Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch..."
1394,0,Oh ok..
1395,0,R we still meeting 4 dinner tonight?
1396,0,That Is cool! I am a gentleman and will treat you with dignity and respect.
1397,0,Shall i start from hear.
1398,0,Then we wait 4 you lor... No need 2 feel bad lar...
1399,0,No did you check? I got his detailed message now
1400,0,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.
1401,0,"No, I decided that only people who care about stuff vote and caring about stuff is for losers"
1402,0,Kaiez... Enjoy you are tuition... Gee... Thk e second option sounds beta... I will go yan jiu den message you...
1403,0,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.
1404,0,cool. We will have fun practicing making babies!
1405,0,Actually getting ready to leave the house.
1406,0,K..k..any special today?
1407,1,"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU"
1408,0,Then we got to do it after that
1409,0,"I have got ten bucks, jay is being noncomittal"
1410,0,Where at were hungry too
1411,0,Pls speak to that customer machan.
1412,0,somewhere out there beneath the pale moon light someone think in of you some where out there where dreams come true... goodnite &amp; sweet dreams
1413,0,"Wen you are lovable bcums angry wid you, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n love!.. kettoda manda... Have nice day da."
1414,1,Dear YOU've been invited to XCHAT. This is our final attempt to contact you! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs
1415,0,So wats you are opinion about him and how about is character?
1416,0,Jay is snickering and tells me that x is totally fucking up the chords as we speak
1417,0,No..few hours before.went to hair cut .
1418,0,No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...
1419,0,Lmao. Take a pic and send it to me.
1420,0,Speak only when you feel your words are better than the silence... Gud mrng:-)
1421,0,No. She is currently in scotland for that.
1422,0,Do you work all this week ?
1423,1,Congratulations you are awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16
1424,0,Lol great now i am getting hungry.
1425,0,Yes.. now only saw your message..
1426,0,I will be at mu in like  &lt;#&gt;  seconds
1427,0,Ok...
1428,0,THING R GOOD THANX GOT EXAMS IN MARCH I HAVE DONE NO REVISION? IS FRAN STILL WITH BOYF? I HAVE GOT TO INTERVIW 4 EXETER BIT WORRIED!x
1429,0,"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who ""smokes too much"" for the entire month of february, I will come up"
1430,1,For sale - arsenal dartboard. Good condition but no doubles or trebles!
1431,0,Do not look back at the building because you have no coat and i do not want you to get more sick. Just hurry home and wear a coat to the gym!!!
1432,0,"My painful personal thought- ""I always try to keep everybody happy all the time. But nobody recognises me when i am alone"""
1433,0,Thanks for ve lovely wisheds. You rock
1434,0,You intrepid duo you! Have a great time and see you both soon. 
1435,0,I asked sen to come chennai and search for job.
1436,0,Dad went out oredi... 
1437,0,"I jus hope its true that  missin me cos i am really missin him! You have not done anything to feel guilty about, yet."
1438,0,Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i do not know...
1439,0,"Arms fine, how is Cardiff and uni? "
1440,0,In fact when do you leave? I think addie goes back to school tues or wed
1441,0,"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish you: ""GOODMORNING &amp; HAVE A NICE DAY"" :)"
